U/M,YearMonth,Year,Month,Qty,Sales Price,Field,Fertilizer
gal,2024-06,2024,6,-1,83.08,BI-1,META GROW ST (META GROW ST)
gal,2024-06,2024,6,-1,95.87,GOLFP,META GROW ST (META GROW ST)
gal,2024-06,2024,6,-1,108.01,DAF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,-1,129.74,KF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,-1,143.79,505 NORTH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,-1,143.8,505 SOUTH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,-1,206.12,TERK,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,505 NORTH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,505 SOUTH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,BALBOA,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,BI-1,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,BRS-250,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,BRU-1A,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,BYRD,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,C & H 2,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,C & H 3,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,DAF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,DAF 2,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,GJ,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,GL-ORGANIC,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,GL-RANCH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,GOLF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,GOLFP,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,GOOD,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,JK,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,KF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,MAZZ-HOME,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,RCH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,REYES,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,SP50,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,TERK,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,TOP,META GROW ST (META GROW ST)
gal,2024-06,2024,6,1,0,WFP - DAWLEY,META GROW ST (META GROW ST)
gal,2024-06,2024,6,7.5,18.81,GL-RANCH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,10,18.81,C & H 2,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,10,18.81,DAF 2,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,10,18.81,GL-ORGANIC,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,10,31.749,TERK,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-06,2024,6,12,9.69,C & H 2,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,15,18.81,GL-RANCH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,16,9.69,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,20,9.69,DAF 2,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,20,18.81,GL-RANCH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,20,22.15974,TERK,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-06,2024,6,22,9.69,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,25,18.81,GOLFP,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,25,18.81,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,30,4.12338,GL-RANCH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,30,4.12338,RCH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,30,6.54979,RCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2024-06,2024,6,30,9.69,TERK,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,35,18.81,TERK,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,37.5,18.81,TERK,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,40,4.12338,C & H 2,META GROW ST (META GROW ST)
gal,2024-06,2024,6,40,4.12338,DAF 2,META GROW ST (META GROW ST)
gal,2024-06,2024,6,40,4.12338,GL-ORGANIC,META GROW ST (META GROW ST)
gal,2024-06,2024,6,40,9.69,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,45,18.81,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,60,4.12338,GL-RANCH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,65,9.69,DAF,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,75,9.69,GOLFP,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,75,18.81,505 NORTH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,75,18.81,505 SOUTH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,80,4.12338,GL-RANCH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,100,4.12338,GOLFP,META GROW ST (META GROW ST)
gal,2024-06,2024,6,100,4.12338,KF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,100,18.81,DAF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2024-06,2024,6,140,4.12338,TERK,META GROW ST (META GROW ST)
gal,2024-06,2024,6,140,9.69,KF,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,150,4.12338,TERK,META GROW ST (META GROW ST)
gal,2024-06,2024,6,150,9.69,505 NORTH,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,150,9.69,505 SOUTH,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,175,3.69048,GOLFP,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2024-06,2024,6,180,4.12338,KF,META GROW ST (META GROW ST)
gal,2024-06,2024,6,215,9.69,TERK,TEP HUMIC (TEP HUMIC)
gal,2024-06,2024,6,300,4.12338,505 NORTH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,300,4.12338,505 SOUTH,META GROW ST (META GROW ST)
gal,2024-06,2024,6,400,4.12338,DAF,META GROW ST (META GROW ST)
gal,2024-07,2024,7,0.17188,108.015,C & H 2,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,0.34375,108.015,DAF 2,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,0.34375,108.015,GL-ORGANIC,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,1,108.015,TERK,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,1.03125,108.015,DAF,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,1.03125,108.015,GL-RANCH,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,1.20313,108.015,GOLFP,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,1.25,26.13,C & H 2,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,1.5,13.97,MAZZ-HOME,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,1.5,45.03,TERK,FERTIGOLD CU (FERTIGOLD CU)
gal,2024-07,2024,7,2.23438,108.015,505 NORTH,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,2.23438,108.015,505 SOUTH,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,2.23438,108.015,KF,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,2.5,9.69,C & H 2,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,2.5,13.97,C & H 2,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,2.5,13.97,MAZZ-HOME,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,2.5,19.01,C & H 2,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,2.5,26.13,DAF 2,FERTIGOLD CU (FERTIGOLD CU)
gal,2024-07,2024,7,2.5,31.749,C & H 2,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,2.5,45.03,GL-ORGANIC,FERTIGOLD CU (FERTIGOLD CU)
gal,2024-07,2024,7,2.5,108.015,TERK,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2024-07,2024,7,3,13.97,GL-RANCH,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,3,17.77,MAZZ-HOME,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,3,22.16246,OTHER,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,3.5,17.77,WFP - DAWLEY,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,4,13.97,DAF 2,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,4.20313,22.16246,WFP - DAWLEY,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,4.5,11.4,RCH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2024-07,2024,7,4.5,22.16246,RCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,5,9.69,DAF 2,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,5,9.69,GL-ORGANIC,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,5,17.77,GJ,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,5,19.01,DAF 2,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,5,19.01,GL-ORGANIC,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,5,31.749,DAF 2,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,5,31.749,GL-ORGANIC,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,5.625,26.13,DAF,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,5.75,13.97,BYRD,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,6,13.97,GL-RANCH,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,6,13.97,RCH,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,6,17.77,C & H 2,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,6,22.16246,GJ,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,6.5,17.77,MAZZ-HOME,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,7.5,9.69,TERK,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,7.5,13.97,DAF,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,7.5,13.97,GL-RANCH,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,7.5,13.97,GOOD,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,7.5,13.97,JK,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,7.5,13.97,TOP,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,7.5,17.77,RCH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,7.5,19.01,REYES,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,7.5,19.01,TERK,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,7.5,26.13,DAF,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,7.5,31.749,REYES,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,7.5,45.03,GL-RANCH,FERTIGOLD CU (FERTIGOLD CU)
gal,2024-07,2024,7,8,17.77,GL-RANCH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,8.75,26.13,GOLFP,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,10,13.97,C & H 3,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,10,17.77,DAF 2,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,10,17.77,GJ,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,10,17.77,JK,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,11.25,9.69,DAF,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,11.25,19.01,DAF,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,11.25,26.334,DAF,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2024-07,2024,7,12,13.97,DAF,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,12,22.16246,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,12.5,17.77,BI-1,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,13.5,11.4,BRS-250,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2024-07,2024,7,13.5,17.77,BYRD,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,13.5,22.16246,BRS-250,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,14,13.97,DAF,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,15,9.69,DAF,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,15,9.69,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,15,13.97,BALBOA,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,15,17.77,GL-RANCH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,15,17.77,RCH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,15,17.77,TOP,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,15,19.01,BRU-1A,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,15,19.01,DAF,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,15,19.01,GL-RANCH,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,15,26.13,TERK,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,15,31.749,DAF,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,15,31.749,GL-RANCH,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,16.20313,22.16246,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,16.25,26.13,505 NORTH,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,16.25,26.13,505 SOUTH,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,16.25,26.13,KF,TROPHIC COPPER (TROPHIC COPPER)
gal,2024-07,2024,7,16.8125,31,WFP - DAWLEY,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-07,2024,7,17,13.97,GOLF,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,17,13.97,REYES,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,17.5,9.69,GOLFP,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,17.5,17.77,GOOD,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,17.5,17.77,REYES,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,17.5,19.01,BI-1,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,17.5,19.01,GOLFP,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,17.5,28.215,GOLFP,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,18,22.16246,GOOD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,18,22.16246,TOP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,20,7.87,C & H 2,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2024-07,2024,7,20,9.69,GL-ORGANIC,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,20,17.77,C & H 3,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,20,17.77,GL-RANCH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,20,17.77,JK,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,20,19.01,GOLF,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,21,22.16246,BALBOA,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,24,22.16246,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-07,2024,7,25,13.97,BYRD,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,25,13.97,TOP,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,27,13.97,KF,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,30,9.69,TERK,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,30,13.97,505 NORTH,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,30,13.97,505 SOUTH,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,30,17.77,DAF,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,31.5,23.085,BI-1,Integrity Iron 5% (Integrity Iron 5%)
gal,2024-07,2024,7,32.5,9.69,505 NORTH,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,32.5,9.69,505 SOUTH,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,32.5,9.69,KF,TEP HUMIC (TEP HUMIC)
gal,2024-07,2024,7,32.5,17.77,BYRD,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,32.5,17.77,TOP,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,32.5,19.01,505 NORTH,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,32.5,19.01,505 SOUTH,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,32.5,19.01,KF,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,32.5,31.749,505 SOUTH,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,32.5,31.749,KF,CopMoly (INTEGRITY Z 5-0-0)
gal,2024-07,2024,7,33.5,17.77,BI-1,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,34,13.97,C & H 3,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,35,17.77,DAF,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,35,19.01,TERK,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,36,31,GOOD,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-07,2024,7,36,31,RCH,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-07,2024,7,37.5,13.97,BRS-250,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,37.5,17.77,BALBOA,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,37.5,17.77,DAF,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,40,7.87,GL-ORGANIC,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2024-07,2024,7,45,17.77,C & H 3,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,45,17.77,GOLF,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,48,31,JK,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-07,2024,7,50,7.87,GOLFP,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2024-07,2024,7,50,13.97,GOLFP,TROPHIC MAGANESE (TROPHIC MAGANESE)
gal,2024-07,2024,7,50,17.77,BRS-250,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,50,17.77,GOLFP,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,55,19.01,TERK,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,60,7.87,GL-RANCH,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2024-07,2024,7,64.8125,31,BYRD,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-07,2024,7,70,17.77,KF,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,72.5,19.01,TERK,TROPHIC MICRONUTRIENT BLEND (TROPHIC MICRONUTRIENT BLEND)
gal,2024-07,2024,7,75,17.77,505 NORTH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,75,17.77,505 SOUTH,TROPHIC IRON (TROPHIC IRON)
gal,2024-07,2024,7,84,31,BALBOA,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-07,2024,7,108,31,BRS-250,7 SEAS ELITE (7 SEAS ELITE)
gal,2024-08,2024,8,1.25,22.8,C & H 2,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,1.5,22.8,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,2.5,9.69,C & H 2,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,2.75,22.8,GB-40,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,3,22.8,SP50,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,4.5,22.8,GJ,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,4.5,22.8,WFP - DAWLEY,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,5,9.69,DAF 2,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,5,9.69,GL-ORGANIC,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,5.125,22.8,GL-RANCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,9,22.8,RCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,10.75,22.8,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,13.75,9.69,DAF,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,15,9.69,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,16.25,9.69,GOLFP,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,18,22.8,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,18,22.8,TOP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,24,22.8,BRS-250,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,24,22.8,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,24,22.8,GOLF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-08,2024,8,30,9.69,KF,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,30,9.69,TERK,TEP HUMIC (TEP HUMIC)
gal,2024-08,2024,8,34.25,22.8,BI-1,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2024-09,2024,9,3,22.15974,C & H 2,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,3,22.15974,SP50,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,6,14.8326,C & H 2,VIGOR-CAL-BOR-MOLY (VIGOR-CAL-BOR-MOLY)
gal,2024-09,2024,9,6,14.8326,SP50,VIGOR-CAL-BOR-MOLY (VIGOR-CAL-BOR-MOLY)
gal,2024-09,2024,9,6,22.15974,DAF 2,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,9,22.15974,TOP,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,10.25,22.15974,JK,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,12,14.8326,DAF 2,VIGOR-CAL-BOR-MOLY (VIGOR-CAL-BOR-MOLY)
gal,2024-09,2024,9,18,14.8326,TOP,VIGOR-CAL-BOR-MOLY (VIGOR-CAL-BOR-MOLY)
gal,2024-09,2024,9,18,22.15974,BALBOA,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,18,22.15974,BYRD,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,20,22.15974,KF,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,20.5,14.8326,JK,VIGOR-CAL-BOR-MOLY (VIGOR-CAL-BOR-MOLY)
gal,2024-09,2024,9,25.5,22.15974,C & H 3,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2024-09,2024,9,36,14.8326,BALBOA,VIGOR-CAL-BOR-MOLY (VIGOR-CAL-BOR-MOLY)
